frame,keypoints
526,"[[0.3609681725502014, 0.4828362464904785, 0.045434169471263885], [0.3607090711593628, 0.49525555968284607, 0.06294211745262146], [0.3900143504142761, 0.44920429587364197, 0.04507537931203842], [0.37732645869255066, 0.47675275802612305, 0.03408951684832573], [0.4492153525352478, 0.5406472682952881, 0.024819107726216316], [0.3998730778694153, 0.7072245478630066, 0.0074113234877586365], [0.39929747581481934, 0.4323346018791199, 0.015535607002675533], [0.4734362065792084, 0.7261654734611511, 0.008317777886986732], [0.4621685743331909, 0.3633858561515808, 0.009187406860291958], [0.548892617225647, 0.6222724318504333, 0.009173166938126087], [0.3326805830001831, 0.031195884570479393, 0.06546637415885925], [0.37401580810546875, 0.571678876876831, 0.0616459921002388], [0.35900574922561646, 0.46097004413604736, 0.0666608065366745], [0.37283822894096375, 0.5176969766616821, 0.008807455189526081], [0.37237125635147095, 0.47920072078704834, 0.011360807344317436], [0.5657075047492981, 0.4916648864746094, 0.008365861140191555], [0.5466647148132324, 0.5246134996414185, 0.016155637800693512]]"
527,"[[0.3611763119697571, 0.48309895396232605, 0.045623064041137695], [0.360895574092865, 0.49549323320388794, 0.06296180188655853], [0.3902212977409363, 0.44940489530563354, 0.04506246745586395], [0.37740546464920044, 0.47688472270965576, 0.03416399285197258], [0.4492475390434265, 0.5408343076705933, 0.024821167811751366], [0.39975306391716003, 0.7073656916618347, 0.007324547972530127], [0.39934810996055603, 0.43239057064056396, 0.015565263107419014], [0.47335800528526306, 0.7262731790542603, 0.00833179522305727], [0.46220263838768005, 0.36337193846702576, 0.009285219013690948], [0.5489839315414429, 0.6223068237304688, 0.009186781942844391], [0.33279097080230713, 0.031056320294737816, 0.0652308464050293], [0.354858934879303, 0.589519202709198, 0.05826686695218086], [0.3591250777244568, 0.46105119585990906, 0.06659678369760513], [0.3727942109107971, 0.5179581046104431, 0.008778517134487629], [0.3723350763320923, 0.4794083535671234, 0.011318526230752468], [0.56568443775177, 0.49175119400024414, 0.008350329473614693], [0.5466973185539246, 0.5246556401252747, 0.016166649758815765]]"
528,"[[0.36101698875427246, 0.48252516984939575, 0.045974746346473694], [0.36067062616348267, 0.4949849545955658, 0.06380721926689148], [0.3614501357078552, 0.4747006297111511, 0.046304333955049515], [0.377063125371933, 0.4763854444026947, 0.03380412980914116], [0.44931840896606445, 0.540404200553894, 0.0248920489102602], [0.3998261094093323, 0.7072693109512329, 0.007666744291782379], [0.39905521273612976, 0.4317856431007385, 0.014988480135798454], [0.47349581122398376, 0.7261502742767334, 0.008525654673576355], [0.46219998598098755, 0.362952321767807, 0.009069031104445457], [0.5496792793273926, 0.601475715637207, 0.008871081285178661], [0.3327793478965759, 0.031068330630660057, 0.06592821329832077], [0.3547917604446411, 0.5895530581474304, 0.0587041899561882], [0.3592081069946289, 0.4610622823238373, 0.06720362603664398], [0.37302204966545105, 0.517907440662384, 0.008790533989667892], [0.37250202894210815, 0.47936832904815674, 0.011291798204183578], [0.5656134486198425, 0.49173063039779663, 0.008308673277497292], [0.5466033220291138, 0.52464359998703, 0.016148893162608147]]"
529,"[[0.3609788417816162, 0.4826262593269348, 0.04596530273556709], [0.36069244146347046, 0.49507468938827515, 0.06355074048042297], [0.38998687267303467, 0.44895267486572266, 0.04550788924098015], [0.377269983291626, 0.47660085558891296, 0.03438514098525047], [0.44915884733200073, 0.5404118895530701, 0.02496713399887085], [0.3998129367828369, 0.7072046995162964, 0.007498052436858416], [0.399310439825058, 0.4321180582046509, 0.015497442334890366], [0.47347694635391235, 0.726158618927002, 0.008368836715817451], [0.46209606528282166, 0.363336443901062, 0.009203029796481133], [0.5488686561584473, 0.6223040819168091, 0.009187581017613411], [0.3326677680015564, 0.0312250554561615, 0.06569954752922058], [0.3740274906158447, 0.571717381477356, 0.06165434047579765], [0.35905155539512634, 0.46096476912498474, 0.0668146163225174], [0.3728852868080139, 0.5176153779029846, 0.008842370472848415], [0.37241169810295105, 0.47915196418762207, 0.011414273642003536], [0.5656535625457764, 0.49167144298553467, 0.008384181186556816], [0.5466172695159912, 0.5246433019638062, 0.016201891005039215]]"
530,"[[0.38669800758361816, 0.45515912771224976, 0.04401762783527374], [0.36079633235931396, 0.49568843841552734, 0.06126144155859947], [0.3901481330394745, 0.44974303245544434, 0.04426044225692749], [0.3776870369911194, 0.47697198390960693, 0.03355743736028671], [0.4493139386177063, 0.5409765839576721, 0.02475995384156704], [0.39989352226257324, 0.7072227001190186, 0.007227336522191763], [0.399641215801239, 0.43268221616744995, 0.015781553462147713], [0.47346681356430054, 0.7260231971740723, 0.008081061765551567], [0.4374731779098511, 0.3806001842021942, 0.012357822619378567], [0.5490484237670898, 0.622204601764679, 0.009066147729754448], [0.3326188325881958, 0.03135308623313904, 0.06386715173721313], [0.3737168312072754, 0.5712429285049438, 0.06087737902998924], [0.3588392734527588, 0.46070194244384766, 0.06613477319478989], [0.37284785509109497, 0.5177218914031982, 0.008746130391955376], [0.3725202679634094, 0.47915610671043396, 0.011355452239513397], [0.5658698081970215, 0.49166104197502136, 0.008372509852051735], [0.5468341112136841, 0.5245419144630432, 0.016048742458224297]]"
531,"[[0.38666388392448425, 0.45507654547691345, 0.04407249763607979], [0.3607519567012787, 0.4956219792366028, 0.06169501692056656], [0.39009353518486023, 0.44962450861930847, 0.0444888137280941], [0.3775802254676819, 0.47698289155960083, 0.03372367471456528], [0.44922229647636414, 0.540850043296814, 0.024760277941823006], [0.399777352809906, 0.7072507739067078, 0.007255277596414089], [0.399576872587204, 0.43256160616874695, 0.015732664614915848], [0.47340279817581177, 0.7262016534805298, 0.008170651271939278], [0.43740981817245483, 0.3804490268230438, 0.012362746521830559], [0.5490465760231018, 0.622288703918457, 0.00911234226077795], [0.33261334896087646, 0.031347621232271194, 0.06418394297361374], [0.3738463521003723, 0.5714607834815979, 0.06118336692452431], [0.3589458465576172, 0.4607682228088379, 0.0663466602563858], [0.37288761138916016, 0.5177631378173828, 0.00876267347484827], [0.3725285232067108, 0.4791582524776459, 0.011385898105800152], [0.5657981634140015, 0.491722047328949, 0.00838552974164486], [0.5467808246612549, 0.5246197581291199, 0.016074109822511673]]"
532,"[[0.3866674602031708, 0.45504891872406006, 0.04454043135046959], [0.3607519567012787, 0.49550533294677734, 0.06174682080745697], [0.3900921940803528, 0.4495672583580017, 0.044881753623485565], [0.3776639699935913, 0.47681617736816406, 0.034035779535770416], [0.4490852355957031, 0.5402874946594238, 0.025000760331749916], [0.3995583951473236, 0.7071678042411804, 0.007232751231640577], [0.3997211158275604, 0.43258053064346313, 0.015896035358309746], [0.47298866510391235, 0.7265452742576599, 0.00817211251705885], [0.4376690089702606, 0.38060590624809265, 0.012503614649176598], [0.5490216016769409, 0.6223272085189819, 0.009065099060535431], [0.3326123058795929, 0.03140130266547203, 0.06266031414270401], [0.3543257713317871, 0.5888996124267578, 0.05776122212409973], [0.35880595445632935, 0.4605875015258789, 0.06593932211399078], [0.37287700176239014, 0.5178251266479492, 0.008792378008365631], [0.3726674020290375, 0.4791392982006073, 0.011501227505505085], [0.5658442974090576, 0.49181222915649414, 0.00839946512132883], [0.5467959642410278, 0.5246568918228149, 0.016128655523061752]]"
533,"[[0.36106353998184204, 0.48279306292533875, 0.045383844524621964], [0.3608935475349426, 0.4950798749923706, 0.062216732650995255], [0.3901749551296234, 0.4492030143737793, 0.0453617088496685], [0.37766262888908386, 0.476519912481308, 0.03419319540262222], [0.4492288827896118, 0.5401690006256104, 0.025032594799995422], [0.39951467514038086, 0.7071487903594971, 0.007193080615252256], [0.39956873655319214, 0.432479590177536, 0.015824025496840477], [0.4729112386703491, 0.7265786528587341, 0.008177579380571842], [0.43740159273147583, 0.38053131103515625, 0.012497068382799625], [0.5490119457244873, 0.6223485469818115, 0.009074719622731209], [0.33266469836235046, 0.0312378890812397, 0.0652012825012207], [0.35442885756492615, 0.5890735983848572, 0.057656772434711456], [0.3587943911552429, 0.4608789384365082, 0.06611538678407669], [0.3727458417415619, 0.5176268219947815, 0.008797590620815754], [0.37246185541152954, 0.4791114330291748, 0.011504285037517548], [0.565829873085022, 0.49180763959884644, 0.00839229580014944], [0.5467996597290039, 0.5246704816818237, 0.016167450696229935]]"
534,"[[0.36125415563583374, 0.48318371176719666, 0.043370187282562256], [0.36109888553619385, 0.4953725337982178, 0.06001061946153641], [0.3905867338180542, 0.44935858249664307, 0.043234650045633316], [0.3777465224266052, 0.4763650596141815, 0.03238451108336449], [0.44996702671051025, 0.54129558801651, 0.02435281127691269], [0.3998814821243286, 0.7075945734977722, 0.006947032175958157], [0.3980928659439087, 0.45692917704582214, 0.014472880400717258], [0.4733886122703552, 0.7262081503868103, 0.00802910141646862], [0.463346928358078, 0.3841361403465271, 0.009895222261548042], [0.549159049987793, 0.6220925450325012, 0.009089736267924309], [0.3328229784965515, 0.03097454085946083, 0.06616279482841492], [0.3545687794685364, 0.5894142389297485, 0.05841212719678879], [0.35892730951309204, 0.46127328276634216, 0.06653201580047607], [0.37265655398368835, 0.5182211995124817, 0.008544846437871456], [0.372188538312912, 0.47956475615501404, 0.011042742989957333], [0.5658929347991943, 0.4917662739753723, 0.008235631510615349], [0.5469740629196167, 0.5243996381759644, 0.015953198075294495]]"
535,"[[0.3611474931240082, 0.48295435309410095, 0.045011330395936966], [0.36094677448272705, 0.4952593445777893, 0.06198928505182266], [0.3902423083782196, 0.4493311047554016, 0.044846728444099426], [0.3775668740272522, 0.4766913652420044, 0.03386825695633888], [0.4494274854660034, 0.5407506823539734, 0.024850863963365555], [0.3997064530849457, 0.7073171138763428, 0.007202268112450838], [0.39937838912010193, 0.4325467050075531, 0.01563972607254982], [0.4732256531715393, 0.7263252139091492, 0.008192705921828747], [0.43716248869895935, 0.3803889751434326, 0.012424350716173649], [0.5490466356277466, 0.6222528219223022, 0.00913004670292139], [0.3326745927333832, 0.031188925728201866, 0.06555023789405823], [0.35467416048049927, 0.5893765687942505, 0.05803791806101799], [0.35888203978538513, 0.4610986113548279, 0.06637119501829147], [0.3726149797439575, 0.5178275108337402, 0.008733605034649372], [0.3722360134124756, 0.4792880415916443, 0.011300680227577686], [0.5657979249954224, 0.4917806386947632, 0.008333549834787846], [0.5468021631240845, 0.5246206521987915, 0.016105011105537415]]"
536,"[[0.3868992328643799, 0.455188512802124, 0.04277264326810837], [0.36095064878463745, 0.49578094482421875, 0.06017511710524559], [0.3904455304145813, 0.44971007108688354, 0.042966071516275406], [0.3776091933250427, 0.4766962230205536, 0.032327309250831604], [0.44983214139938354, 0.5415463447570801, 0.0244024395942688], [0.39987409114837646, 0.7076373100280762, 0.007073183078318834], [0.3979956805706024, 0.45708167552948, 0.014386871829628944], [0.47336381673812866, 0.7261378169059753, 0.008116845041513443], [0.46337825059890747, 0.38413843512535095, 0.009925277903676033], [0.5490970015525818, 0.6220516562461853, 0.009122112765908241], [0.3328154683113098, 0.031011469662189484, 0.0646195188164711], [0.35454845428466797, 0.5893181562423706, 0.058498531579971313], [0.35887306928634644, 0.46114370226860046, 0.0664931982755661], [0.3727348744869232, 0.5183996558189392, 0.008580872789025307], [0.37224602699279785, 0.47965753078460693, 0.011026144027709961], [0.5658771991729736, 0.49172770977020264, 0.008238367736339569], [0.5469406843185425, 0.5243295431137085, 0.015949908643960953]]"
537,"[[0.38694441318511963, 0.45510920882225037, 0.04404710605740547], [0.3610475957393646, 0.49564096331596375, 0.06162281706929207], [0.39042162895202637, 0.44966399669647217, 0.044235456734895706], [0.37763214111328125, 0.47685056924819946, 0.03344777226448059], [0.449560284614563, 0.5412490963935852, 0.02471098303794861], [0.3997576832771301, 0.7075178027153015, 0.007126310840249062], [0.39805930852890015, 0.45695576071739197, 0.014734255149960518], [0.47334450483322144, 0.7262556552886963, 0.008152223192155361], [0.4372560679912567, 0.38036879897117615, 0.012406080961227417], [0.5491170883178711, 0.6221636533737183, 0.009128804318606853], [0.33282843232154846, 0.031006664037704468, 0.0653868168592453], [0.35466325283050537, 0.5894473195075989, 0.05829751491546631], [0.3590197265148163, 0.4611510932445526, 0.06645149737596512], [0.3727140426635742, 0.5181320905685425, 0.008684332482516766], [0.3722856044769287, 0.4795112609863281, 0.011203451082110405], [0.565826416015625, 0.4917442798614502, 0.00831167958676815], [0.5468859076499939, 0.5244957208633423, 0.016071908175945282]]"
538,"[[0.3611690402030945, 0.48318153619766235, 0.044308826327323914], [0.36098501086235046, 0.4954070448875427, 0.06135837361216545], [0.3903723657131195, 0.4494560658931732, 0.044118866324424744], [0.3776106536388397, 0.4765818119049072, 0.033230528235435486], [0.4496226906776428, 0.5410641431808472, 0.024726275354623795], [0.3997853994369507, 0.7074700593948364, 0.007147039286792278], [0.3980521857738495, 0.4569065570831299, 0.014667981304228306], [0.4732759892940521, 0.7262141704559326, 0.008185522630810738], [0.4373379647731781, 0.3803792893886566, 0.012295653112232685], [0.5490661859512329, 0.6221721172332764, 0.009135383181273937], [0.3327740728855133, 0.031063150614500046, 0.06548167765140533], [0.3545869290828705, 0.5892893075942993, 0.05822627991437912], [0.3589105010032654, 0.4611186683177948, 0.06650233268737793], [0.3727193772792816, 0.5181037783622742, 0.00867890752851963], [0.37230515480041504, 0.4795001745223999, 0.011199060827493668], [0.5658730864524841, 0.49172234535217285, 0.008304832503199577], [0.5468962788581848, 0.5244523286819458, 0.016051169484853745]]"
539,"[[0.38679182529449463, 0.4551413655281067, 0.043440982699394226], [0.36090096831321716, 0.4956960380077362, 0.061052728444337845], [0.39029237627983093, 0.44969063997268677, 0.04375990107655525], [0.3776053190231323, 0.4768337607383728, 0.03303008899092674], [0.44959598779678345, 0.5413275361061096, 0.024617241695523262], [0.39988672733306885, 0.7074930667877197, 0.007142493035644293], [0.39804792404174805, 0.4570460915565491, 0.014640660025179386], [0.47332891821861267, 0.7261048555374146, 0.008151313289999962], [0.4372783899307251, 0.38031333684921265, 0.01227416843175888], [0.5490593910217285, 0.622111439704895, 0.009104845114052296], [0.3327011466026306, 0.031195610761642456, 0.06479614973068237], [0.35458216071128845, 0.5892577767372131, 0.05836724862456322], [0.35888656973838806, 0.4610702395439148, 0.06652861833572388], [0.3727525472640991, 0.5181795954704285, 0.008681274950504303], [0.3723084628582001, 0.4794797897338867, 0.011186928488314152], [0.5658470988273621, 0.4916481375694275, 0.008309820666909218], [0.5468618869781494, 0.5243721604347229, 0.015991758555173874]]"
540,"[[0.3869205415248871, 0.45542630553245544, 0.04248860478401184], [0.3610174357891083, 0.49599772691726685, 0.05945384502410889], [0.39051997661590576, 0.44996196031570435, 0.0423937551677227], [0.3778359293937683, 0.47672581672668457, 0.0318337045609951], [0.44997867941856384, 0.5420244932174683, 0.024226507171988487], [0.4001119136810303, 0.7077042460441589, 0.00695093534886837], [0.39810121059417725, 0.4573970437049866, 0.014318875037133694], [0.47351717948913574, 0.7257323265075684, 0.007971914485096931], [0.4633985757827759, 0.38404929637908936, 0.00994120817631483], [0.5491222143173218, 0.6218359470367432, 0.00908704288303852], [0.33277907967567444, 0.031050220131874084, 0.06492696702480316], [0.3543824553489685, 0.5890452861785889, 0.05869990587234497], [0.35879045724868774, 0.46108826994895935, 0.06651166081428528], [0.37276792526245117, 0.5185182094573975, 0.0085722915828228], [0.3722825050354004, 0.47964879870414734, 0.011020384728908539], [0.5659304857254028, 0.4916174113750458, 0.008264383301138878], [0.5469942092895508, 0.5240702629089355, 0.015915021300315857]]"
